OBJECTID,type_,ident,Latitude,Longitude,DateTime_,Observer,Month_,Day_,Time,Location,ID,OBS_NO,ident_1,BIRD,Lat,Long_,Bearing,Observed,Singing,Comments,SONG,Distance,BirdID,DataType
262,WAYPOINT,215a,45.25732000000,-76.15322700000,2016-06-13 7:09:39,EH,6,13, 7:09:39,BurntLands,GRUE_122,122,215a,GRUE,45.25732000000,-76.15322700000,336,Y,Y,,,,GRUE,Trianglulation
264,WAYPOINT,216a,45.25759800000,-76.15306200000,2016-06-13 7:11:09,EH,6,13, 7:11:09,BurntLands,GRUE_122,122,216a,GRUE,45.25759800000,-76.15306200000,242,Y,Y,,,,GRUE,Trianglulation
358,WAYPOINT,262a,45.25848100000,-76.15431200000,2016-06-14 13:32:12,EH,6,14,13:32:12,BurntLands,GRUE_144,144,262a,GRUE,45.25848100000,-76.15431200000,99,N,N,,,,GRUE,Trianglulation
360,WAYPOINT,263a,45.25795000000,-76.15394700000,2016-06-14 13:35:27,EH,6,14,13:35:27,BurntLands,GRUE_144,144,263a,GRUE,45.25795000000,-76.15394700000,72,N,N,,,,GRUE,Trianglulation
362,WAYPOINT,264a,45.25789200000,-76.15344500000,2016-06-14 13:36:59,EH,6,14,13:36:59,BurntLands,GRUE_144,144,264a,GRUE,45.25789200000,-76.15344500000,308,N,N,,,,GRUE,Trianglulation
261,WAYPOINT,215,45.29146300000,-76.22755700000,2016-06-07 13:46:44,EH,6,7,13:46:44,Panmure,JR_39,39,215,JR,45.29146300000,-76.22755700000,42,N,N,,,,JR,Trianglulation
263,WAYPOINT,216,45.29178100000,-76.22796800000,2016-06-07 13:49:16,EH,6,7,13:49:16,Panmure,JR_39,39,216,JR,45.29178100000,-76.22796800000,95,N,N,,,,JR,Trianglulation
266,WAYPOINT,217,45.29188300000,-76.22790300000,2016-06-07 13:50:19,EH,6,7,13:50:19,Panmure,JR_39,39,217,JR,45.29188300000,-76.22790300000,109,N,N,,,,JR,Trianglulation
289,WAYPOINT,227a,45.29111600000,-76.22765300000,2016-06-08 14:29:39,EH,6,8,14:29:39,Panmure,JR_53,53,227a,JR,45.29111600000,-76.22765300000,242,N,N,,,,JR,Trianglulation
291,WAYPOINT,228,45.29065900000,-76.22789500000,2016-06-08 14:33:30,EH,6,8,14:33:30,Panmure,JR_53,53,228,JR,45.29065900000,-76.22789500000,340,N,N,,,,JR,Trianglulation
293,WAYPOINT,229,45.29084500000,-76.22889400000,2016-06-08 14:36:50,EH,6,8,14:36:50,Panmure,JR_53,53,229,JR,45.29084500000,-76.22889400000,83,N,N,,,,JR,Trianglulation
104,WAYPOINT,116,45.29068100000,-76.22781400000,2016-06-10 5:21:59,EH,6,10, 5:21:59,Panmure,JR_85,85,116,JR,45.29068100000,-76.22781400000,353,N,N,,,,JR,Trianglulation
105,WAYPOINT,117,45.29104800000,-76.22756200000,2016-06-10 5:25:09,EH,6,10, 5:25:09,Panmure,JR_85,85,117,JR,45.29104800000,-76.22756200000,289,N,N,,,,JR,Trianglulation
106,WAYPOINT,118,45.29138500000,-76.22791900000,2016-06-10 5:27:39,EH,6,10, 5:27:39,Panmure,JR_85,85,118,JR,45.29138500000,-76.22791900000,187,Y,Y,,,,JR,Trianglulation
146,WAYPOINT,151b,45.29072600000,-76.22774800000,2016-06-11 12:21:32,EH,6,11,12:21:32,Panmure,JR_98,98,151b,JR,45.29072600000,-76.22774800000,0,N,N,,,,JR,Trianglulation
148,WAYPOINT,152,45.29111800000,-76.22870500000,2016-06-11 12:32:35,EH,6,11,12:32:35,Panmure,JR_98,98,152,JR,45.29111800000,-76.22870500000,83,N,N,,,,JR,Trianglulation
150,WAYPOINT,153,45.29169200000,-76.22855000000,2016-06-11 12:34:18,EH,6,11,12:34:18,Panmure,JR_98,98,153,JR,45.29169200000,-76.22855000000,112,N,N,,,,JR,Trianglulation
321,WAYPOINT,243b,45.29133100000,-76.22873400000,2016-06-14 8:16:19,EH,6,14, 8:16:19,Panmure,JR_136,136,243b,JR,45.29133100000,-76.22873400000,112,N,N,,,,JR,Trianglulation
324,WAYPOINT,244,45.29148800000,-76.22814100000,2016-06-14 8:19:53,EH,6,14, 8:19:53,Panmure,JR_136,136,244,JR,45.29148800000,-76.22814100000,182,N,N,,,,JR,Trianglulation
327,WAYPOINT,245b,45.29116900000,-76.22838200000,2016-06-14 8:21:09,EH,6,14, 8:21:09,Panmure,JR_136,136,245b,JR,45.29116900000,-76.22838200000,67,N,N,,,,JR,Trianglulation
482,WAYPOINT,382,45.29124900000,-76.22906400000,2016-06-18 12:24:49,KH,6,18,12:24:49,Panmure,JR_287,287,382,JR,45.29124900000,-76.22906400000,130,N,N,,,,JR,Trianglulation
483,WAYPOINT,383,45.29067400000,-76.22855900000,2016-06-18 12:27:32,KH,6,18,12:27:32,Panmure,JR_287,287,383,JR,45.29067400000,-76.22855900000,51,N,N,,,,JR,Trianglulation
484,WAYPOINT,384,45.29071700000,-76.22776400000,2016-06-18 12:29:44,KH,6,18,12:29:44,Panmure,JR_287,287,384,JR,45.29071700000,-76.22776400000,288,N,N,,,,JR,Trianglulation
560,WAYPOINT,464,45.29169600000,-76.22912200000,2016-06-22 11:06:57,RR/RW,6,22,11:06:57,Panmure,JR_185,185,464,JR,45.29169600000,-76.22912200000,140,N,N,,,,JR,Trianglulation
562,WAYPOINT,465,45.29095600000,-76.22852000000,2016-06-22 11:12:55,RR/RW,6,22,11:12:55,Panmure,JR_185,185,465,JR,45.29095600000,-76.22852000000,120,N,N,,,,JR,Trianglulation
563,WAYPOINT,466,45.29070300000,-76.22836600000,2016-06-22 11:14:50,RR/RW,6,22,11:14:50,Panmure,JR_185,185,466,JR,45.29070300000,-76.22836600000,70,N,N,,,,JR,Trianglulation
587,WAYPOINT,493a,45.29131800000,-76.22755700000,2016-06-24 12:45:08,EH,6,24,12:45:08,Panmure,JR_194,194,493a,JR,45.29131800000,-76.22755700000,189,N,N,,,,JR,Trianglulation
588,WAYPOINT,494,45.29079200000,-76.22728600000,2016-06-24 12:48:45,EH,6,24,12:48:45,Panmure,JR_194,194,494,JR,45.29079200000,-76.22728600000,259,N,N,,,,JR,Trianglulation
591,WAYPOINT,497,45.29057200000,-76.22855700000,2016-06-24 12:58:51,EH,6,24,12:58:51,Panmure,JR_194,194,497,JR,45.29057200000,-76.22855700000,37,N,N,,,,JR,Trianglulation
634,WAYPOINT,538,45.29141500000,-76.22904800000,2016-06-26 11:58:41,EH,6,26,11:58:41,Panmure,JR_209,209,538,JR,45.29141500000,-76.22904800000,170,N,N,,,,JR,Trianglulation
636,WAYPOINT,539,45.29085500000,-76.22855600000,2016-06-26 12:02:29,EH,6,26,12:02:29,Panmure,JR_209,209,539,JR,45.29085500000,-76.22855600000,270,N,N,,,,JR,Trianglulation
639,WAYPOINT,541,45.29035600000,-76.22897600000,2016-06-26 12:10:49,EH,6,26,12:10:49,Panmure,JR_209,209,541,JR,45.29035600000,-76.22897600000,351,N,N,,,,JR,Trianglulation
254,WAYPOINT,212,45.29145700000,-76.22781900000,2016-06-07 13:40:36,EH,6,7,13:40:36,Panmure,LUCKY_38,38,212,LUCKY,45.29145700000,-76.22781900000,79,N,N,,,,LUCKY,Trianglulation
256,WAYPOINT,213,45.29164700000,-76.22771800000,2016-06-07 13:42:43,EH,6,7,13:42:43,Panmure,LUCKY_38,38,213,LUCKY,45.29164700000,-76.22771800000,139,N,N,,,,LUCKY,Trianglulation
259,WAYPOINT,214,45.29134100000,-76.22747500000,2016-06-07 13:44:06,EH,6,7,13:44:06,Panmure,LUCKY_38,38,214,LUCKY,45.29134100000,-76.22747500000,29,N,N,,,,LUCKY,Trianglulation
40,WAYPOINT,047,45.29135700000,-76.22876900000,2016-06-08 6:40:19,EH,6,8, 6:40:19,Panmure,LUCKY_42,42,047,LUCKY,45.29135700000,-76.22876900000,155,N,Y,,,,LUCKY,Trianglulation
41,WAYPOINT,048,45.29090300000,-76.22892500000,2016-06-08 6:45:08,EH,6,8, 6:45:08,Panmure,LUCKY_42,42,048,LUCKY,45.29090300000,-76.22892500000,100,N,Y,,,,LUCKY,Trianglulation
42,WAYPOINT,049,45.29064600000,-76.22822200000,2016-06-08 6:51:29,EH,6,8, 6:51:29,Panmure,LUCKY_42,42,049,LUCKY,45.29064600000,-76.22822200000,16,Y,Y,,,,LUCKY,Trianglulation
284,WAYPOINT,225a,45.29131400000,-76.22915200000,2016-06-08 14:25:28,EH,6,8,14:25:28,Panmure,LUCKY_52,52,225a,LUCKY,45.29131400000,-76.22915200000,76,N,N,,,,LUCKY,Trianglulation
286,WAYPOINT,226,45.29103700000,-76.22834900000,2016-06-08 14:27:57,EH,6,8,14:27:57,Panmure,LUCKY_52,52,226,LUCKY,45.29103700000,-76.22834900000,41,N,N,,,,LUCKY,Trianglulation
288,WAYPOINT,227,45.29111600000,-76.22765300000,2016-06-08 14:29:39,EH,6,8,14:29:39,Panmure,LUCKY_52,52,227,LUCKY,45.29111600000,-76.22765300000,300,N,N,,,,LUCKY,Trianglulation
103,WAYPOINT,115,45.29072600000,-76.22853400000,2016-06-09 17:42:59,EH,6,9,17:42:59,Panmure,LUCKY_80,80,115,LUCKY,45.29072600000,-76.22853400000,200,N,N,,,,LUCKY,Trianglulation
69,WAYPOINT,078,45.29132900000,-76.22896600000,2016-06-09 10:02:59,EH,6,9,10:02:59,Panmure,LUCKY_67,67,078,LUCKY,45.29132900000,-76.22896600000,37,N,N,,,,LUCKY,Trianglulation
70,WAYPOINT,079,45.29156700000,-76.22832900000,2016-06-09 10:05:20,EH,6,9,10:05:20,Panmure,LUCKY_67,67,079,LUCKY,45.29156700000,-76.22832900000,276,N,N,,,,LUCKY,Trianglulation
71,WAYPOINT,080,45.29188800000,-76.22879600000,2016-06-09 10:07:16,EH,6,9,10:07:16,Panmure,LUCKY_67,67,080,LUCKY,45.29188800000,-76.22879600000,173,N,N,,,,LUCKY,Trianglulation
101,WAYPOINT,113,45.29111500000,-76.22903500000,2016-06-09 17:35:55,EH,6,9,17:35:55,Panmure,LUCKY_80,80,113,LUCKY,45.29111500000,-76.22903500000,38,N,N,,,,LUCKY,Trianglulation
102,WAYPOINT,114,45.29122300000,-76.22846400000,2016-06-09 17:39:00,EH,6,9,17:39:00,Panmure,LUCKY_80,80,114,LUCKY,45.29122300000,-76.22846400000,310,N,N,,,,LUCKY,Trianglulation
107,WAYPOINT,119,45.29139400000,-76.22802400000,2016-06-10 5:30:42,EH,6,10, 5:30:42,Panmure,LUCKY_86,86,119,LUCKY,45.29139400000,-76.22802400000,269,N,N,,,,LUCKY,Trianglulation
108,WAYPOINT,120,45.29111100000,-76.22837500000,2016-06-10 5:32:58,EH,6,10, 5:32:58,Panmure,LUCKY_86,86,120,LUCKY,45.29111100000,-76.22837500000,353,N,N,,,,LUCKY,Trianglulation
109,WAYPOINT,121,45.29145400000,-76.22899200000,2016-06-10 5:35:14,EH,6,10, 5:35:14,Panmure,LUCKY_86,86,121,LUCKY,45.29145400000,-76.22899200000,80,N,N,,,,LUCKY,Trianglulation
134,WAYPOINT,143,45.29144000000,-76.22951100000,2016-06-11 12:08:23,EH,6,11,12:08:23,Panmure,LUCKY_95,95,143,LUCKY,45.29144000000,-76.22951100000,178,N,Y,,,,LUCKY,Trianglulation
135,WAYPOINT,144,45.29135000000,-76.22893000000,2016-06-11 12:09:44,EH,6,11,12:09:44,Panmure,LUCKY_95,95,144,LUCKY,45.29135000000,-76.22893000000,236,N,Y,,,,LUCKY,Trianglulation
136,WAYPOINT,145,45.29102300000,-76.22895900000,2016-06-11 12:11:30,EH,6,11,12:11:30,Panmure,LUCKY_95,95,145,LUCKY,45.29102300000,-76.22895900000,287,N,Y,,,,LUCKY,Trianglulation
222,WAYPOINT,196a,45.29199300000,-76.22875100000,2016-06-12 11:55:50,EH,6,12,11:55:50,Panmure,LUCKY_113,113,196a,LUCKY,45.29199300000,-76.22875100000,179,N,N,,,,LUCKY,Trianglulation
224,WAYPOINT,197a,45.29165700000,-76.22907500000,2016-06-12 11:57:28,EH,6,12,11:57:28,Panmure,LUCKY_113,113,197a,LUCKY,45.29165700000,-76.22907500000,121,N,N,,,,LUCKY,Trianglulation
226,WAYPOINT,198a,45.29127200000,-76.22893700000,2016-06-12 11:59:32,EH,6,12,11:59:32,Panmure,LUCKY_113,113,198a,LUCKY,45.29127200000,-76.22893700000,65,N,N,,,,LUCKY,Trianglulation
278,WAYPOINT,222a,45.29112000000,-76.22793200000,2016-06-13 7:49:02,EH,6,13, 7:49:02,Panmure,LUCKY_125,125,222a,LUCKY,45.29112000000,-76.22793200000,351,N,N,,,,LUCKY,Trianglulation
281,WAYPOINT,223a,45.29136100000,-76.22834100000,2016-06-13 7:52:42,EH,6,13, 7:52:42,Panmure,LUCKY_125,125,223a,LUCKY,45.29136100000,-76.22834100000,59,N,N,,,,LUCKY,Trianglulation
283,WAYPOINT,224a,45.29204100000,-76.22844100000,2016-06-13 7:55:36,EH,6,13, 7:55:36,Panmure,LUCKY_125,125,224a,LUCKY,45.29204100000,-76.22844100000,120,N,N,,,,LUCKY,Trianglulation
318,WAYPOINT,242a,45.29146500000,-76.22944400000,2016-6-14 8:14:28,EH,6,14, 8:14:28,Panmure,LUCKY_135,135,242a,LUCKY,45.29146500000,-76.22944400000,138,N,Y,,,,LUCKY,Trianglulation
320,WAYPOINT,243a,45.29133100000,-76.22873400000,2016-06-14 8:16:19,EH,6,14, 8:16:19,Panmure,LUCKY_135,135,243a,LUCKY,45.29133100000,-76.22873400000,222,N,Y,,,,LUCKY,Trianglulation
326,WAYPOINT,245a,45.29116900000,-76.22838200000,2016-06-14 8:21:09,EH,6,14, 8:21:09,Panmure,LUCKY_135,135,245a,LUCKY,45.29116900000,-76.22838200000,30,N,Y,,1,,LUCKY,Trianglulation
374,WAYPOINT,270,45.29057500000,-76.22861300000,2016-06-14 14:07:36,EH,6,14,14:07:36,Panmure,LUCKY_145,145,270,LUCKY,45.29057500000,-76.22861300000,12,N,N,,,,LUCKY,Trianglulation
375,WAYPOINT,271,45.29092800000,-76.22812000000,2016-06-14 14:10:35,EH,6,14,14:10:35,Panmure,LUCKY_145,145,271,LUCKY,45.29092800000,-76.22812000000,354,N,N,,,,LUCKY,Trianglulation
377,WAYPOINT,273,45.29161300000,-76.22844700000,2016-06-14 14:14:18,EH,6,14,14:14:18,Panmure,LUCKY_145,145,273,LUCKY,45.29161300000,-76.22844700000,202,N,N,,,,LUCKY,Trianglulation
388,WAYPOINT,285,45.29095800000,-76.22793800000,2016-06-15 6:31:49,EH,6,15, 6:31:49,Panmure,LUCKY_155,155,285,LUCKY,45.29095800000,-76.22793800000,1,N,Y,,1,,LUCKY,Trianglulation
389,WAYPOINT,286,45.29166600000,-76.22873500000,2016-06-15 6:35:53,EH,6,15, 6:35:53,Panmure,LUCKY_155,155,286,LUCKY,45.29166600000,-76.22873500000,79,N,Y,,1,,LUCKY,Trianglulation
390,WAYPOINT,287,45.29193500000,-76.22850700000,2016-06-15 6:37:14,EH,6,15, 6:37:14,Panmure,LUCKY_155,155,287,LUCKY,45.29193500000,-76.22850700000,154,N,Y,,1,,LUCKY,Trianglulation
446,WAYPOINT,347,45.29047400000,-76.22810600000,2016-06-17 13:46:59,KH,6,17,13:46:59,Panmure,LUCKY_272,272,347,LUCKY,45.29047400000,-76.22810600000,42,N,N,,,,LUCKY,Trianglulation
447,WAYPOINT,348,45.29065300000,-76.22753000000,2016-06-17 13:49:14,KH,6,17,13:49:14,Panmure,LUCKY_272,272,348,LUCKY,45.29065300000,-76.22753000000,328,N,N,,,,LUCKY,Trianglulation
448,WAYPOINT,349,45.29183800000,-76.22854900000,2016-06-17 13:56:26,KH,6,17,13:56:26,Panmure,LUCKY_272,272,349,LUCKY,45.29183800000,-76.22854900000,138,N,N,,,,LUCKY,Trianglulation
481,WAYPOINT,381,45.29138100000,-76.22925500000,2016-06-18 12:22:49,KH,6,18,12:22:49,Panmure,LUCKY_288,288,381,LUCKY,45.29138100000,-76.22925500000,100,N,N,,,,LUCKY,Trianglulation
485,WAYPOINT,385,45.29099800000,-76.22814400000,2016-06-18 12:33:34,KH,6,18,12:33:34,Panmure,LUCKY_288,288,385,LUCKY,45.29099800000,-76.22814400000,339,N,N,,,,LUCKY,Trianglulation
486,WAYPOINT,386,45.29156200000,-76.22781200000,2016-06-18 12:35:41,KH,6,18,12:35:41,Panmure,LUCKY_288,288,386,LUCKY,45.29156200000,-76.22781200000,227,N,N,,,,LUCKY,Trianglulation
522,WAYPOINT,422,45.29213500000,-76.22891000000,2016-06-20 8:44:42,KH,6,20, 8:44:42,Panmure,LUCKY_304,304,422,LUCKY,45.29213500000,-76.22891000000,190,N,N,,,,LUCKY,Trianglulation
523,WAYPOINT,423,45.29151500000,-76.22959900000,2016-06-20 8:47:21,KH,6,20, 8:47:21,Panmure,LUCKY_304,304,423,LUCKY,45.29151500000,-76.22959900000,74,N,N,,,,LUCKY,Trianglulation
524,WAYPOINT,424,45.29144600000,-76.22902000000,2016-06-20 8:49:36,KH,6,20, 8:49:36,Panmure,LUCKY_304,304,424,LUCKY,45.29144600000,-76.22902000000,30,N,N,,,,LUCKY,Trianglulation
565,WAYPOINT,468,45.29101400000,-76.22858500000,2016-06-22 11:27:13,RR/RW,6,22,11:27:13,Panmure,LUCKY_187,187,468,LUCKY,45.29101400000,-76.22858500000,270,N,N,,,,LUCKY,Trianglulation
566,WAYPOINT,469,45.29117200000,-76.22907900000,2016-06-22 11:30:08,RR/RW,6,22,11:30:08,Panmure,LUCKY_187,187,469,LUCKY,45.29117200000,-76.22907900000,310,N,N,,,,LUCKY,Trianglulation
567,WAYPOINT,470,45.29136100000,-76.22919100000,2016-06-22 11:31:12,RR/RW,6,22,11:31:12,Panmure,LUCKY_187,187,470,LUCKY,45.29136100000,-76.22919100000,260,N,N,,,,LUCKY,Trianglulation
584,WAYPOINT,491,45.29155100000,-76.22892900000,2016-06-24 12:38:22,EH,6,24,12:38:22,Panmure,LUCKY_193,193,491,LUCKY,45.29155100000,-76.22892900000,76,N,Y,,1,,LUCKY,Trianglulation
585,WAYPOINT,492,45.29192600000,-76.22804800000,2016-06-24 12:41:50,EH,6,24,12:41:50,Panmure,LUCKY_193,193,492,LUCKY,45.29192600000,-76.22804800000,151,N,Y,,1,,LUCKY,Trianglulation
586,WAYPOINT,493,45.29131800000,-76.22755700000,2016-06-24 12:45:08,EH,6,24,12:45:08,Panmure,LUCKY_193,193,493,LUCKY,45.29131800000,-76.22755700000,256,N,Y,,1,,LUCKY,Trianglulation
607,WAYPOINT,511,45.29153400000,-76.22922400000,2016-06-25 12:45:34,EH,6,25,12:45:34,Panmure,LUCKY_201,201,511,LUCKY,45.29153400000,-76.22922400000,114,Y,N,,,,LUCKY,Trianglulation
608,WAYPOINT,512,45.29189700000,-76.22812800000,2016-06-25 12:48:59,EH,6,25,12:48:59,Panmure,LUCKY_201,201,512,LUCKY,45.29189700000,-76.22812800000,183,N,N,,,,LUCKY,Trianglulation
609,WAYPOINT,513,45.29131900000,-76.22759600000,2016-06-25 12:52:02,EH,6,25,12:52:02,Panmure,LUCKY_201,201,513,LUCKY,45.29131900000,-76.22759600000,299,N,N,,,,LUCKY,Trianglulation
635,WAYPOINT,538a,45.29141500000,-76.22904800000,2016-06-26 11:58:41,EH,6,26,11:58:41,Panmure,LUCKY_210,210,538a,LUCKY,45.29141500000,-76.22904800000,110,N,Y,,1,,LUCKY,Trianglulation
637,WAYPOINT,539a,45.29085500000,-76.22855600000,2016-06-26 12:02:29,EH,6,26,12:02:29,Panmure,LUCKY_210,210,539a,LUCKY,45.29085500000,-76.22855600000,43,N,Y,,1,,LUCKY,Trianglulation
638,WAYPOINT,540,45.29097600000,-76.22773000000,2016-06-26 12:06:29,EH,6,26,12:06:29,Panmure,LUCKY_210,210,540,LUCKY,45.29097600000,-76.22773000000,340,N,Y,,1,,LUCKY,Trianglulation
743,WAYPOINT,657,45.29147200000,-76.22906100000,2016-07-02 10:10:30,KH,7,2,10:10:30,Panmure,LUCKY_357,357,657,LUCKY,45.29147200000,-76.22906100000,79,N,N,,,,LUCKY,Trianglulation
744,WAYPOINT,658,45.29180400000,-76.22822800000,2016-07-02 10:13:25,KH,7,2,10:13:25,Panmure,LUCKY_357,357,658,LUCKY,45.29180400000,-76.22822800000,194,N,N,,,,LUCKY,Trianglulation
745,WAYPOINT,659,45.29079800000,-76.22753300000,2016-07-02 10:17:13,KH,7,2,10:17:13,Panmure,LUCKY_357,357,659,LUCKY,45.29079800000,-76.22753300000,296,N,N,,,,LUCKY,Trianglulation
780,WAYPOINT,694,45.29141200000,-76.22934400000,2016-07-02 14:47:42,KH,7,2,14:47:42,Panmure,LUCKY_372,372,694,LUCKY,45.29141200000,-76.22934400000,113,N,N,,,,LUCKY,Trianglulation
781,WAYPOINT,695,45.29032600000,-76.22793700000,2016-07-02 14:52:20,KH,7,2,14:52:20,Panmure,LUCKY_372,372,695,LUCKY,45.29032600000,-76.22793700000,2,N,N,,,,LUCKY,Trianglulation
782,WAYPOINT,696,45.29110400000,-76.22725900000,2016-07-02 14:55:13,KH,7,2,14:55:13,Panmure,LUCKY_372,372,696,LUCKY,45.29110400000,-76.22725900000,272,N,N,,,,LUCKY,Trianglulation
791,WAYPOINT,706,45.29130700000,-76.22930800000,2016-07-03 11:01:17,KH,7,3,11:01:17,Panmure,LUCKY_377,377,706,LUCKY,45.29130700000,-76.22930800000,116,N,N,,,,LUCKY,Trianglulation
792,WAYPOINT,707,45.29044400000,-76.22800400000,2016-07-03 11:05:25,KH,7,3,11:05:25,Panmure,LUCKY_377,377,707,LUCKY,45.29044400000,-76.22800400000,13,N,N,,,,LUCKY,Trianglulation
793,WAYPOINT,708,45.29129000000,-76.22753100000,2016-07-03 11:09:45,KH,7,3,11:09:45,Panmure,LUCKY_377,377,708,LUCKY,45.29129000000,-76.22753100000,244,N,N,,,,LUCKY,Trianglulation
830,WAYPOINT,745,45.29133700000,-76.22946000000,2016-07-04 10:47:24,KH,7,4,10:47:24,Panmure,LUCKY_394,394,745,LUCKY,45.29133700000,-76.22946000000,104,N,N,,,,LUCKY,Trianglulation
831,WAYPOINT,746,45.29075800000,-76.22874000000,2016-07-04 10:49:44,KH,7,4,10:49:44,Panmure,LUCKY_394,394,746,LUCKY,45.29075800000,-76.22874000000,31,N,N,,,,LUCKY,Trianglulation
832,WAYPOINT,747,45.29131700000,-76.22784400000,2016-07-04 10:52:56,KH,7,4,10:52:56,Panmure,LUCKY_394,394,747,LUCKY,45.29131700000,-76.22784400000,247,N,N,,,,LUCKY,Trianglulation
4,WAYPOINT,004,45.25720500000,-76.15077900000,2016-05-31 14:28:41,EH,5,31,14:28:41,BurntLands,RED_4,4,004,RED,45.25720500000,-76.15077900000,208,Y,,,,,RED,Trianglulation
5,WAYPOINT,005,45.25687400000,-76.15042500000,2016-05-31 14:31:15,EH,5,31,14:31:15,BurntLands,RED_4,4,005,RED,45.25687400000,-76.15042500000,294,Y,,,,,RED,Trianglulation
6,WAYPOINT,006,45.25677000000,-76.15084800000,2016-05-31 14:33:02,EH,5,31,14:33:02,BurntLands,RED_4,4,006,RED,45.25677000000,-76.15084800000,22,Y,,,,,RED,Trianglulation
7,WAYPOINT,007,45.25722300000,-76.14901200000,2016-06-01 8:45:38,EH,6,1, 8:45:38,BurntLands,RED_5,5,007,RED,45.25722300000,-76.14901200000,224,Y,,,,,RED,Trianglulation
8,WAYPOINT,008,45.25675500000,-76.14935300000,2016-06-01 8:49:46,EH,6,1, 8:49:46,BurntLands,RED_5,5,008,RED,45.25675500000,-76.14935300000,356,Y,,,,,RED,Trianglulation
9,WAYPOINT,009,45.25690200000,-76.14979700000,2016-06-01 8:52:35,EH,6,1, 8:52:35,BurntLands,RED_5,5,009,RED,45.25690200000,-76.14979700000,89,Y,,,,,RED,Trianglulation
10,WAYPOINT,010,45.25692100000,-76.15039200000,2016-06-01 14:59:33,EH,6,1,14:59:33,BurntLands,RED_6,6,010,RED,45.25692100000,-76.15039200000,270,Y,,,,,RED,Trianglulation
11,WAYPOINT,011,45.25711000000,-76.15061800000,2016-06-01 15:02:16,EH,6,1,15:02:16,BurntLands,RED_6,6,011,RED,45.25711000000,-76.15061800000,202,N,N,,,,RED,Trianglulation
12,WAYPOINT,012,45.25677100000,-76.15070700000,2016-06-01 15:04:11,EH,6,1,15:04:11,BurntLands,RED_6,6,012,RED,45.25677100000,-76.15070700000,49,Y,,,,,RED,Trianglulation
13,WAYPOINT,013,45.25714500000,-76.14931400000,2016-06-02 7:04:50,EH,6,2, 7:04:50,BurntLands,RED_7,7,013,RED,45.25714500000,-76.14931400000,284,Y,,,,,RED,Trianglulation
14,WAYPOINT,014,45.25725900000,-76.14956800000,2016-06-02 7:07:20,EH,6,2, 7:07:20,BurntLands,RED_7,7,014,RED,45.25725900000,-76.14956800000,181,Y,,,,,RED,Trianglulation
15,WAYPOINT,015,45.25690200000,-76.14960300000,2016-06-02 7:09:08,EH,6,2, 7:09:08,BurntLands,RED_7,7,015,RED,45.25690200000,-76.14960300000,62,Y,,,,,RED,Trianglulation
18,WAYPOINT,018,45.25685500000,-76.14942600000,2016-06-02 14:08:39,EH,6,2,14:08:39,BurntLands,RED_9,9,018,RED,45.25685500000,-76.14942600000,30,N,,,,,RED,Trianglulation
20,WAYPOINT,019,45.25692900000,-76.14900900000,2016-06-02 14:13:30,EH,6,2,14:13:30,BurntLands,RED_9,9,019,RED,45.25692900000,-76.14900900000,9,N,,,,,RED,Trianglulation
21,WAYPOINT,020,45.25753500000,-76.14850200000,2016-06-02 14:16:32,EH,6,2,14:16:32,BurntLands,RED_9,9,020,RED,45.25753500000,-76.14850200000,198,N,,,,,RED,Trianglulation
22,WAYPOINT,021,45.25728200000,-76.14895800000,2016-06-02 14:20:59,EH,6,2,14:20:59,BurntLands,RED_9,9,021,RED,45.25728200000,-76.14895800000,58,N,,,,,RED,Trianglulation
29,WAYPOINT,030,45.25724500000,-76.14978300000,2016-06-03 7:35:39,EH,6,3, 7:35:39,BurntLands,RED_12,12,030,RED,45.25724500000,-76.14978300000,8,N,,,,,RED,Trianglulation
30,WAYPOINT,031,45.25747500000,-76.15015300000,2016-06-03 7:38:36,EH,6,3, 7:38:36,BurntLands,RED_12,12,031,RED,45.25747500000,-76.15015300000,78,N,,,,,RED,Trianglulation
31,WAYPOINT,032,45.25806000000,-76.14984700000,2016-06-03 7:42:04,EH,6,3, 7:42:04,BurntLands,RED_12,12,032,RED,45.25806000000,-76.14984700000,142,N,,,,,RED,Trianglulation
140,WAYPOINT,149a,45.25620200000,-76.15057400000,2016-06-04 11:04:03,KH,6,4,11:04:03,BurntLands,RED_0_6_4,0_6_4,149a,RED,45.25620200000,-76.15057400000,345,N,,,,,RED,Trianglulation
142,WAYPOINT,150a,45.25686400000,-76.14978300000,2016-06-04 11:07:41,KH,6,4,11:07:41,BurntLands,RED_0_6_4,0_6_4,150a,RED,45.25686400000,-76.14978300000,280,N,,,,,RED,Trianglulation
144,WAYPOINT,151,45.25757600000,-76.15099700000,2016-06-04 11:11:18,KH,6,4,11:11:18,BurntLands,RED_0_6_4,0_6_4,151,RED,45.25757600000,-76.15099700000,159,N,,,,,RED,Trianglulation
184,WAYPOINT,173a,45.25714800000,-76.15065400000,2016-06-05 15:31:40,KH,6,5,15:31:40,BurntLands,RED_0,0,173a,RED,45.25714800000,-76.15065400000,139,N,,,,,RED,Trianglulation
185,WAYPOINT,174a,45.25706000000,-76.14954200000,2016-06-05 15:35:26,KH,6,5,15:35:26,BurntLands,RED_0,0,174a,RED,45.25706000000,-76.14954200000,255,Y,,,,,RED,Trianglulation
