contlabel,BirdID,TagID,Visual,Triangulation,Home Range
60,BILL,Grey/Red,6646.45352169441,1954.06078201998,3359.84789017285
59,BILL,Grey/Red,6543.26452016202,1922.70857583126,3355.47167493915
58,BILL,Grey/Red,6446.936664826,1891.60194157751,3318.30536374549
57,BILL,Grey/Red,6363.0957799009,1860.73364269687,3217.28763202904
56,BILL,Grey/Red,6279.96673122654,1821.39070676366,3118.37100581534
55,BILL,Grey/Red,6197.5924303158,1774.46118465299,3010.46826321166
54,BILL,Grey/Red,6115.66893881664,1728.00928325008,2896.75420442293
53,BILL,Grey/Red,6034.8612140005,1682.16558318539,2785.87729932595
52,BILL,Grey/Red,5954.8785921142,1642.56980843889,2699.11535165668
51,BILL,Grey/Red,5875.93552882306,1630.45810783689,2619.75922069512
50,BILL,Grey/Red,5798.39975463226,1618.38644016767,2541.98171446167
49,BILL,Grey/Red,5787.67276705604,1606.34594171343,2304.77723184519
48,BILL,Grey/Red,5776.94254140591,1594.32721975516,2080.33895510272
47,BILL,Grey/Red,5766.23826601519,1554.48560852278,1913.0599808066
46,BILL,Grey/Red,5755.55605171458,1509.27924704284,1909.5206823319
45,BILL,Grey/Red,5744.90025030798,1464.60638937424,1905.98282889053
44,BILL,Grey/Red,5734.30505431874,1420.5517513745,1859.37122270744
43,BILL,Grey/Red,5723.76572663616,1388.94315206481,1760.37436461705
42,BILL,Grey/Red,5713.26466896106,1370.65509528137,1663.88344980474
41,BILL,Grey/Red,5545.82688828534,1352.45675175078,1608.78976428177
40,BILL,Grey/Red,5311.09349147277,1334.31649194018,1573.84093335434
39,BILL,Grey/Red,5088.47459948924,1312.16417048489,1539.28334330118
38,BILL,Grey/Red,4875.47711567685,1263.00865384995,1528.19939952268
37,BILL,Grey/Red,4671.32091324939,1214.47595021001,1520.03934197593
36,BILL,Grey/Red,4474.38325756218,1166.62434515962,1507.59015826369
35,BILL,Grey/Red,4283.96176366124,1119.25498678371,1461.00555451063
34,BILL,Grey/Red,4099.10601626162,1072.44400498865,1414.87197268312
33,BILL,Grey/Red,3889.59677474914,1026.37229829864,1377.47550954405
32,BILL,Grey/Red,3627.85078382445,980.970675539284,1356.55313824967
31,BILL,Grey/Red,3375.51245806698,936.12088120752,1335.70260180766
30,BILL,Grey/Red,3131.10004882503,891.399184396025,1270.49093396135
29,BILL,Grey/Red,2894.01859634137,847.056194533245,1171.74593488991
28,BILL,Grey/Red,2663.88487222535,803.259934556088,1075.09966269159
27,BILL,Grey/Red,2439.93072769706,760.2022454174,1051.98817986622
26,BILL,Grey/Red,2222.13624350831,715.496303233202,1049.48101336579
25,BILL,Grey/Red,2009.87655092706,650.614059942251,1046.98012728151
24,BILL,Grey/Red,1990.05853642561,587.278922509868,957.945904819178
23,BILL,Grey/Red,1970.26283083291,524.83168037032,870.198751603486
22,BILL,Grey/Red,1950.47385014512,463.738356824848,787.137224194943
21,BILL,Grey/Red,1930.74582895951,421.225410271552,712.882736977423
20,BILL,Grey/Red,1911.12852133089,385.371523982612,639.565105802438
19,BILL,Grey/Red,1891.52512798895,349.987906254129,569.884688701248
18,BILL,Grey/Red,1871.92031997198,315.036564832786,503.498050434224
17,BILL,Grey/Red,1852.34431013116,279.169759106997,437.886671036173
16,BILL,Grey/Red,1695.00606941048,242.048836321919,366.428974259179
15,BILL,Grey/Red,1474.7965816175,205.282848007482,291.876291507855
14,BILL,Grey/Red,1260.49620024874,169.078104310785,220.016872075619
13,BILL,Grey/Red,1052.58176840161,134.78789278894,177.489048359916
12,BILL,Grey/Red,851.242622290389,132.603523178783,140.832881511538
11,BILL,Grey/Red,655.769421397708,130.412702206988,106.244124474702
10,BILL,Grey/Red,466.071765109664,128.222818919341,97.0428401486133
9,BILL,Grey/Red,282.459343660972,126.038569974946,88.0630432183389
8,BILL,Grey/Red,162.738575855154,123.328234756715,81.7011828069808
7,BILL,Grey/Red,162.058446146548,120.382095250068,80.0346526897047
6,BILL,Grey/Red,161.378150945762,117.44857274089,78.380658296519
5,BILL,Grey/Red,160.697690297035,114.530523970257,73.9205870535225
4,BILL,Grey/Red,160.017064164742,110.815140661289,67.4067312886473
3,BILL,Grey/Red,159.336272557615,105.591665480169,60.5463516549207
2,BILL,Grey/Red,158.655315480544,100.310341813602,56.0197401782498
1,BILL,Grey/Red,157.973337051808,95.0607591087464,52.1351661484223
99,CASH,Black/Black,6663.24440100475,8734.34948895313,8780.26846416714
98,CASH,Black/Black,6622.48722550774,8546.7173071919,8717.85827998143
97,CASH,Black/Black,6580.70448668179,8363.80481149373,8660.89314443199
96,CASH,Black/Black,6537.92113569169,8186.80919746868,8623.35916193691
95,CASH,Black/Black,6463.47194031042,8016.13803303303,8586.0298106831
94,CASH,Black/Black,6379.34818975476,7850.75771101296,8551.20215846878
93,CASH,Black/Black,6310.86230012093,7689.82062317521,8519.3788965987
92,CASH,Black/Black,6244.07529382355,7503.3426017452,8487.63329872652
91,CASH,Black/Black,6178.00059810191,7256.08396918094,8419.22018273468
90,CASH,Black/Black,5512.57648402557,7014.35833316843,8332.50920132711
89,CASH,Black/Black,5031.29493114143,6776.10388078517,8246.92657064204
88,CASH,Black/Black,4638.07233902579,6538.98999841511,7564.03880559467
87,CASH,Black/Black,4298.27998945455,6303.29359840078,7141.24188833409
86,CASH,Black/Black,4016.48640257187,6074.17646475078,6776.7117115038
85,CASH,Black/Black,3792.02411221061,5875.70837851602,6280.7194151273
84,CASH,Black/Black,3584.68406645488,5686.62819719105,5836.09529584518
83,CASH,Black/Black,3391.61749463028,5505.03941323049,5513.63829888194
82,CASH,Black/Black,3211.40461762511,5335.25834100996,5377.19337522122
81,CASH,Black/Black,3145.80616774308,5174.02520658905,5243.5524484436
80,CASH,Black/Black,3104.7973414124,5019.87021054939,5124.72092239349
79,CASH,Black/Black,3064.52740237297,4871.80833151814,5017.58992789069
78,CASH,Black/Black,3024.85081161559,4728.80242695427,4911.92627219844
77,CASH,Black/Black,2895.59300697001,4590.39570120652,4802.19201672304
76,CASH,Black/Black,2555.58753388072,4528.37557193742,4691.97630011407
75,CASH,Black/Black,2255.1729039297,4473.23849505943,4582.71506936778
74,CASH,Black/Black,1986.23935847753,4418.70829662915,4404.30766963924
73,CASH,Black/Black,1742.70759616047,4364.73413169058,4227.68927924545
72,CASH,Black/Black,1673.96421693568,4311.29116118571,4087.9724875323
71,CASH,Black/Black,1665.70542548411,4258.41933959723,4072.98824507481
70,CASH,Black/Black,1657.4657634648,4206.18437421881,4058.00326694763
69,CASH,Black/Black,1649.2411712748,4105.47326967353,4011.18258326151
68,CASH,Black/Black,1623.97381848609,3848.53086019438,3924.79266709276
67,CASH,Black/Black,1524.19095447112,3603.63929690688,3838.57037558104
66,CASH,Black/Black,1427.9260884102,3368.85648772144,3756.06211668113
65,CASH,Black/Black,1335.17515970074,3143.09217025666,3675.72760535206
64,CASH,Black/Black,1245.72549330568,2925.21516338189,3594.75676602556
63,CASH,Black/Black,1181.71293262849,2714.55478294671,3397.85306192632
62,CASH,Black/Black,1131.84561123187,2510.08005577367,3182.18605314428
61,CASH,Black/Black,1083.34760879108,2407.77624695469,2930.02027986117
60,CASH,Black/Black,1036.34459684917,2389.35813198786,2582.85658424161
59,CASH,Black/Black,994.395425556344,2370.96918682661,2342.05477787193
58,CASH,Black/Black,988.037787519454,2352.61780371016,2191.92540686079
57,CASH,Black/Black,981.710391206492,2334.29209657444,2165.21291391086
56,CASH,Black/Black,975.416782291373,2315.99963262223,2138.99682571925
55,CASH,Black/Black,969.14753781457,2297.77746127616,2126.68883711059
54,CASH,Black/Black,962.917971413583,2279.61011996483,2125.26794883661
53,CASH,Black/Black,956.731255252846,2252.91352369054,2123.84757077589
52,CASH,Black/Black,950.580630961806,2224.77572244045,1971.2066731772
51,CASH,Black/Black,944.46413215915,2196.71800026763,1791.1779070661
50,CASH,Black/Black,938.380709335732,2168.72842629033,1625.33028672007
49,CASH,Black/Black,872.559707107008,2140.82491379813,1556.48158843187
48,CASH,Black/Black,810.727079641889,2112.99985214393,1489.6565356137
47,CASH,Black/Black,752.475456003333,2085.26210058399,1404.35890518734
46,CASH,Black/Black,697.476673610043,2053.41187023316,1254.67487194075
45,CASH,Black/Black,645.142443834571,1999.23834777088,1114.86366004404
44,CASH,Black/Black,595.002472492983,1945.50189827441,1040.00534751278
43,CASH,Black/Black,547.139557911327,1892.08322728786,1037.36281429976
42,CASH,Black/Black,501.371886442532,1838.90384256304,1034.72281901597
41,CASH,Black/Black,457.43468064093,1785.92813806701,1019.78495086939
40,CASH,Black/Black,450.101483105449,1733.12040878995,998.897714385472
39,CASH,Black/Black,446.354044198059,1680.68994721951,978.215032762731
38,CASH,Black/Black,442.617541361367,1614.85494585615,869.814679034287
37,CASH,Black/Black,438.892639255966,1533.00775506475,758.010546875419
36,CASH,Black/Black,411.002891672426,1451.93672757852,658.017616642639
35,CASH,Black/Black,343.712445726735,1371.17686622252,596.132732779603
34,CASH,Black/Black,280.027199282777,1290.79257135221,536.979363353457
33,CASH,Black/Black,219.544477275806,1210.56819111411,498.416660160408
32,CASH,Black/Black,162.067009949707,1130.7140450622,497.16221251688
31,CASH,Black/Black,142.527523700497,1050.94141523866,495.908972915611
30,CASH,Black/Black,131.284041555082,1018.03713144804,491.638680671575
29,CASH,Black/Black,120.075004629092,999.440824013669,484.968810231425
28,CASH,Black/Black,109.043426949065,980.966672162176,478.323961146874
27,CASH,Black/Black,100.319460957078,962.426524063572,429.961690113414
26,CASH,Black/Black,97.5463153545279,944.093332234537,372.110103483079
25,CASH,Black/Black,94.7761187560391,925.688299167203,316.718882200308
24,CASH,Black/Black,92.025813982822,907.161451976281,293.80821059295
23,CASH,Black/Black,89.2959419821855,886.997219668236,271.247231615474
22,CASH,Black/Black,86.2027107190806,849.501859537733,252.818186132936
21,CASH,Black/Black,82.9727580127219,812.532181397371,247.712820060551
20,CASH,Black/Black,79.7346578899014,775.044782782905,242.606497893459
19,CASH,Black/Black,76.5020093226922,737.850690895459,231.044665804598
18,CASH,Black/Black,73.4773163885111,701.125391191687,211.771150341956
